PTT,DATE,TIME,LC,LAT1,LONG1
105296,2011/03/26,08:54:05,0,-36.0690,20.4450
105295,2011/03/26,07:11:56,1,-34.4320,25.8070
105295,2011/03/26,07:40:56,0,-34.4830,25.8660
105295,2011/03/26,08:53:47,0,-34.4000,25.8130
105295,2011/03/26,10:00:56,B,-34.4020,25.8130
105294,2011/03/26,07:12:54,0,-41.3660,41.6900
105294,2011/03/26,09:54:54,1,-41.3510,41.7900
105294,2011/03/26,10:27:24,0,-41.3330,41.6720
105293,2011/03/26,07:43:55,1,-34.4160,25.7810
105293,2011/03/26,08:55:18,1,-34.4210,25.7950
105292,2011/03/26,07:44:37,B,-41.2720,42.5030
105292,2011/03/26,10:27:37,A,-40.4820,38.6770
105291,2011/03/26,07:13:30,0,-34.6600,24.7840
105291,2011/03/26,07:41:45,2,-34.6260,24.7520
105291,2011/03/26,08:54:20,2,-34.6000,24.7880
105291,2011/03/26,10:01:00,B,-34.5750,24.8060
105290,2011/03/26,08:56:07,1,-38.9470,25.8450
105290,2011/03/26,09:59:37,B,-38.9270,25.8400
105297,2011/03/26,07:11:06,0,-34.4780,25.4480
105297,2011/03/26,07:41:36,0,-34.5090,25.4060
105297,2011/03/26,08:54:48,1,-34.4090,25.7790
105296,2011/03/27,07:25:54,0,-36.0480,20.0990
105296,2011/03/27,08:28:54,0,-36.1910,19.6550
105295,2011/03/27,07:18:51,0,-34.5690,25.1100
105295,2011/03/27,08:29:27,2,-34.5930,25.0040
105294,2011/03/27,08:35:55,B,-39.2410,41.4590
105294,2011/03/27,09:46:25,0,-38.9980,41.3370
105294,2011/03/27,10:15:55,0,-39.0930,41.3480
105293,2011/03/27,07:18:22,0,-34.4490,25.6590
105293,2011/03/27,08:29:26,0,-34.6070,25.4220
105292,2011/03/27,08:38:13,0,-45.9410,39.5360
105292,2011/03/27,09:44:07,0,-46.2120,39.5380
105292,2011/03/27,10:15:17,0,-46.3910,39.4270
105291,2011/03/27,07:17:40,0,-34.5380,24.7220
105291,2011/03/27,07:27:00,B,-34.5350,24.7220
105291,2011/03/27,08:29:00,2,-34.5650,24.7490
105290,2011/03/27,07:18:58,0,-37.7680,24.9340
105290,2011/03/27,08:29:08,0,-37.6690,24.7090
105297,2011/03/27,08:35:05,0,-34.6010,25.3990
105296,2011/03/28,07:01:55,B,-37.0640,16.7990
105296,2011/03/28,08:10:55,3,-35.0800,19.3360
105296,2011/03/28,08:35:25,0,-35.0740,19.3230
105296,2011/03/28,09:52:55,B,-35.0710,19.3370
105295,2011/03/28,07:12:57,B,-34.7290,23.5840
105295,2011/03/28,08:11:57,0,-35.1440,23.6500
105294,2011/03/28,08:13:26,0,-38.2850,40.1640
105294,2011/03/28,09:36:26,0,-38.6840,40.0080
105294,2011/03/28,10:04:56,A,-38.7750,40.0140
105293,2011/03/28,08:10:18,1,-35.1130,23.5080
105293,2011/03/28,08:37:56,B,-35.1410,23.5210
105292,2011/03/28,07:00:37,B,-44.8570,38.0750
105292,2011/03/28,09:34:57,0,-43.0230,39.3420
105292,2011/03/28,10:06:17,0,-42.8350,39.4400
105291,2011/03/28,07:15:00,B,-34.6540,23.7770
105291,2011/03/28,08:10:34,0,-34.9620,23.8750
105291,2011/03/28,08:36:20,A,-35.0180,23.8070
105290,2011/03/28,07:14:38,B,-36.9250,24.5520
105290,2011/03/28,08:11:08,0,-37.0660,24.4330
105290,2011/03/28,08:37:08,B,-37.0900,24.2790
105297,2011/03/28,07:15:01,0,-36.4520,21.7150
105297,2011/03/28,08:11:31,2,-36.5930,21.6020
105297,2011/03/28,08:35:31,B,-36.6280,21.8570
105296,2011/03/29,07:04:35,0,-34.9120,18.8150
105296,2011/03/29,07:52:04,0,-34.9070,18.8430
105296,2011/03/29,08:11:55,0,-34.9480,18.8700
105296,2011/03/29,09:34:40,0,-35.1720,18.7690
105295,2011/03/29,07:04:38,0,-34.8350,23.5170
105295,2011/03/29,07:52:28,2,-34.8070,23.5360
105295,2011/03/29,08:11:58,0,-34.8220,23.4800
105295,2011/03/29,09:32:38,A,-34.5680,23.5140
105294,2011/03/29,07:53:36,0,-38.2220,39.5790
105294,2011/03/29,09:25:26,0,-38.1270,39.2950
105294,2011/03/29,09:58:56,B,-38.1180,39.2500
105293,2011/03/29,07:04:36,0,-36.4100,20.7600
105293,2011/03/29,07:52:51,0,-36.6500,20.6260
105293,2011/03/29,08:15:56,B,-36.7400,20.5340
105293,2011/03/29,09:34:56,0,-36.6960,20.3520
105292,2011/03/29,07:53:07,0,-38.7280,39.8220
105292,2011/03/29,09:30:17,0,-38.6140,39.8100
105291,2011/03/29,07:04:30,B,-34.9520,22.8430
105291,2011/03/29,07:53:00,1,-34.9360,23.2320
105291,2011/03/29,08:11:00,1,-34.9310,23.2380
105291,2011/03/29,09:34:30,B,-35.0650,23.3190
105290,2011/03/29,07:06:38,A,-38.4760,24.1710
105290,2011/03/29,08:13:38,A,-38.5710,24.2130
105290,2011/03/29,09:34:18,A,-38.5490,24.1610
105297,2011/03/29,07:04:02,B,-36.7030,20.1910
105297,2011/03/29,07:54:16,0,-36.6210,20.4220
105297,2011/03/29,08:13:44,0,-36.6250,20.4350
105297,2011/03/29,09:34:32,1,-36.6760,20.4800
105296,2011/03/30,07:28:25,2,-35.1370,19.2390
105296,2011/03/30,07:48:35,A,-35.2780,19.3050
105296,2011/03/30,09:10:55,3,-35.1680,19.2470
105296,2011/03/30,10:59:55,B,-35.2790,19.2040
105295,2011/03/30,07:27:58,0,-34.9630,23.5570
105295,2011/03/30,07:47:58,2,-34.9570,23.5660
105295,2011/03/30,09:10:58,1,-34.9420,23.5640
105295,2011/03/30,10:56:28,0,-34.8960,23.6040
105294,2011/03/30,07:27:33,0,-38.3010,35.3180
105294,2011/03/30,07:49:27,B,-37.7730,34.6230
105294,2011/03/30,10:55:27,0,-37.5430,34.0640
105293,2011/03/30,07:28:26,1,-36.2310,19.9760
105293,2011/03/30,07:47:36,A,-36.4430,19.6840
105293,2011/03/30,09:11:06,0,-36.3480,20.0820
105293,2011/03/30,10:56:57,0,-36.3370,20.1380
105292,2011/03/30,07:49:36,B,-38.6170,35.2050
105292,2011/03/30,10:55:06,0,-38.0630,34.6070
105291,2011/03/30,07:27:59,0,-34.6470,23.3340
105291,2011/03/30,07:47:29,1,-34.8620,24.1980
105291,2011/03/30,09:12:59,0,-34.9450,24.1940
105291,2011/03/30,10:56:59,0,-34.8240,24.1420
105290,2011/03/30,07:26:39,1,-38.5320,24.2810
105290,2011/03/30,07:47:54,0,-38.6010,24.1830
105290,2011/03/30,09:12:19,A,-38.6880,24.2330
105290,2011/03/30,10:56:09,0,-38.8490,23.8330
105297,2011/03/30,07:27:53,0,-36.3540,20.0320
105297,2011/03/30,07:47:33,0,-36.3030,20.0960
105297,2011/03/30,09:10:41,0,-36.3990,20.0570
105297,2011/03/30,10:56:33,1,-36.4060,20.1800
105296,2011/03/31,07:10:25,3,-35.3520,18.9580
105296,2011/03/31,07:25:38,2,-35.3490,18.9630
105296,2011/03/31,08:52:35,0,-35.3350,19.0400
105296,2011/03/31,10:46:55,B,-35.3890,19.0680
105295,2011/03/31,07:09:59,1,-34.7970,22.8020
105295,2011/03/31,07:25:35,2,-34.8040,22.8120
105295,2011/03/31,08:51:29,3,-34.8010,22.7920
105295,2011/03/31,10:46:29,2,-34.8030,22.7820
105294,2011/03/31,07:23:57,0,-35.6340,30.8420
105294,2011/03/31,08:52:57,A,-36.2050,30.8450
105294,2011/03/31,10:44:57,B,-36.1510,30.6030
105293,2011/03/31,07:09:57,3,-36.1720,20.0240
105293,2011/03/31,07:25:33,3,-36.1730,20.0270
105293,2011/03/31,08:51:31,1,-36.0720,20.0870
105293,2011/03/31,10:45:57,0,-35.9730,20.2950
105292,2011/03/31,08:51:06,0,-38.6860,31.7330
105292,2011/03/31,10:44:56,0,-38.7830,31.3170
105291,2011/03/31,07:09:47,2,-34.8880,23.9260
105291,2011/03/31,07:24:49,1,-34.8010,23.9150
105291,2011/03/31,08:52:17,0,-34.9230,23.9490
105291,2011/03/31,10:51:29,B,-34.7470,24.4690
105290,2011/03/31,07:25:27,0,-39.3160,24.9330
105290,2011/03/31,08:52:39,0,-39.0270,25.1970
105290,2011/03/31,10:46:09,1,-38.7980,25.6310
105297,2011/03/31,07:10:41,1,-36.6830,20.4230
105297,2011/03/31,07:26:18,0,-36.6580,20.4040
105297,2011/03/31,08:52:04,3,-36.6340,20.4240
105297,2011/03/31,10:46:04,1,-36.6260,20.4170
105296,2011/04/01,07:04:15,0,-35.2810,20.2600
105296,2011/04/01,08:26:55,1,-35.2860,20.2860
105296,2011/04/01,10:40:55,B,-35.2910,20.3290
105295,2011/04/01,08:28:19,2,-34.9450,22.9990
105294,2011/04/01,07:05:28,A,-35.1150,29.0860
105294,2011/04/01,10:40:22,0,-34.9500,25.5440
105293,2011/04/01,07:04:17,0,-35.6880,20.8590
105293,2011/04/01,08:29:57,0,-35.6480,20.9060
105293,2011/04/01,08:41:27,0,-35.6360,20.9730
105293,2011/04/01,10:40:57,A,-35.7770,21.0160
105292,2011/04/01,07:03:35,A,-38.7940,30.2440
105292,2011/04/01,08:28:35,0,-38.6960,30.3720
105292,2011/04/01,10:35:05,3,-38.6900,30.4300
105291,2011/04/01,07:01:59,B,-34.3250,26.2500
105291,2011/04/01,10:41:59,A,-34.6860,25.3420
105290,2011/04/01,07:04:19,0,-38.4420,26.9660
105290,2011/04/01,08:28:09,2,-38.4090,26.9510
105290,2011/04/01,10:35:40,1,-38.3780,26.9470
105297,2011/04/01,07:05:34,0,-36.4720,20.2810
105297,2011/04/01,08:27:34,0,-36.5900,20.5690
105297,2011/04/01,08:43:04,B,-36.5870,20.6350
105297,2011/04/01,10:35:34,0,-36.4500,20.5690
105296,2011/04/02,08:09:44,1,-35.6320,21.1740
105296,2011/04/02,08:17:36,0,-35.6910,21.1500
105296,2011/04/02,10:28:26,B,-35.6200,21.0990
105295,2011/04/02,08:09:30,1,-34.8010,23.6130
105295,2011/04/02,08:18:30,1,-34.8160,23.6290
105295,2011/04/02,10:25:00,0,-34.7460,23.7090
105295,2011/04/02,10:56:00,B,-34.8100,23.8400
105294,2011/04/02,08:09:47,0,-34.3510,25.9350
105294,2011/04/02,08:18:58,B,-34.4450,25.8800
105294,2011/04/02,10:24:58,1,-34.4310,25.9560
105294,2011/04/02,10:56:18,A,-34.4100,26.0030
105293,2011/04/02,08:10:17,2,-35.9130,21.5340
105293,2011/04/02,08:17:27,0,-35.8250,21.5210
105293,2011/04/02,10:30:57,B,-35.9580,21.5440
105292,2011/04/02,08:09:35,0,-38.0980,29.9940
105292,2011/04/02,10:32:35,A,-38.1430,30.2450
105291,2011/04/02,08:10:33,0,-34.3980,25.9630
105291,2011/04/02,10:29:59,A,-34.3580,26.0060
105291,2011/04/02,10:57:59,B,-34.3570,26.0050
105290,2011/04/02,08:10:07,0,-36.4580,26.9890
105290,2011/04/02,10:24:40,0,-36.5830,27.0050
105290,2011/04/02,10:53:40,B,-36.5180,26.9400
105297,2011/04/02,08:09:17,0,-36.0670,21.7450
105297,2011/04/02,08:19:35,B,-36.0860,21.7510
105297,2011/04/02,09:51:35,A,-36.1810,21.6730
105297,2011/04/02,10:28:35,B,-36.1130,21.5710
105296,2011/04/03,07:44:26,0,-35.3160,20.3630
105296,2011/04/03,07:54:20,3,-35.2900,20.2160
105296,2011/04/03,09:28:26,1,-35.5060,20.1660
105295,2011/04/03,07:44:01,0,-34.5800,25.2230
105295,2011/04/03,07:53:01,0,-34.6310,25.1350
105294,2011/04/03,07:43:59,1,-34.4820,26.0520
105294,2011/04/03,07:52:59,0,-34.5560,26.0180
105294,2011/04/03,10:19:59,B,-34.4750,26.0670
105294,2011/04/03,10:44:59,B,-34.4840,26.0330
105293,2011/04/03,07:43:58,0,-36.3850,21.6770
105293,2011/04/03,07:45:58,B,-36.3780,21.6610
105293,2011/04/03,07:54:28,1,-36.1640,21.6420
105293,2011/04/03,09:27:58,0,-36.3710,21.4870
105293,2011/04/03,10:17:28,B,-36.3130,21.8110
105292,2011/04/03,07:44:35,0,-37.5640,28.9490
105292,2011/04/03,07:53:35,0,-37.6160,28.8770
105291,2011/04/03,07:43:59,0,-34.2430,26.4410
105291,2011/04/03,07:54:59,0,-34.2250,26.4440
105291,2011/04/03,09:27:59,B,-33.9850,26.3630
105291,2011/04/03,10:20:59,B,-34.1490,26.3080
105290,2011/04/03,07:43:10,0,-35.2010,26.6760
105290,2011/04/03,07:54:20,0,-34.6020,25.6330
105290,2011/04/03,09:28:10,A,-34.8630,25.3550
105290,2011/04/03,10:17:10,B,-34.5360,25.4840
105297,2011/04/03,07:43:36,0,-36.4920,21.6810
105297,2011/04/03,07:54:16,0,-36.4990,21.5850
105297,2011/04/03,09:29:06,0,-36.5870,21.4870
105296,2011/04/04,07:25:56,1,-35.6730,20.1240
105296,2011/04/04,07:29:56,2,-35.6670,20.1050
105296,2011/04/04,07:32:26,1,-35.6650,20.1080
105296,2011/04/04,09:08:56,1,-35.6630,20.1070
105295,2011/04/04,07:26:01,0,-34.5390,25.2170
105295,2011/04/04,07:30:01,0,-34.4860,25.0900
105295,2011/04/04,07:31:01,B,-34.4970,25.1030
105295,2011/04/04,09:07:39,0,-34.6120,25.0320
105294,2011/04/04,07:25:23,0,-34.6340,25.9400
105294,2011/04/04,07:29:59,A,-34.7000,25.8080
105294,2011/04/04,09:08:29,0,-34.7210,25.3520
105293,2011/04/04,07:27:08,1,-35.9890,21.4170
105293,2011/04/04,07:29:46,1,-35.9930,21.4590
105293,2011/04/04,09:09:28,0,-35.9870,21.3560
105292,2011/04/04,07:30:10,0,-36.5390,26.0270
105292,2011/04/04,09:08:51,0,-36.4270,25.9540
105292,2011/04/04,10:05:34,0,-36.4020,26.1730
105291,2011/04/04,07:26:59,0,-34.0840,26.4040
105291,2011/04/04,07:35:59,B,-35.0570,25.8270
105290,2011/04/04,07:27:41,0,-34.2170,23.2040
105290,2011/04/04,07:31:41,B,-34.3330,25.2410
105290,2011/04/04,09:09:41,A,-34.5720,24.8270
105297,2011/04/04,07:30:37,0,-35.7990,20.7210
105297,2011/04/04,07:33:37,B,-35.8030,20.7330
105297,2011/04/04,09:08:43,0,-35.7800,20.6430
105296,2011/04/05,07:07:56,1,-36.3660,20.0780
105296,2011/04/05,07:10:20,2,-36.3610,20.0620
105296,2011/04/05,07:19:56,2,-36.3740,20.0620
105296,2011/04/05,08:43:26,2,-36.3040,20.0280
105295,2011/04/05,07:07:32,0,-34.6960,24.6550
105295,2011/04/05,07:08:02,1,-34.6970,24.6620
105295,2011/04/05,07:22:02,B,-34.7020,24.6650
105295,2011/04/05,08:44:02,2,-34.7280,24.4980
105294,2011/04/05,07:08:30,0,-34.8400,24.2960
105294,2011/04/05,07:08:30,0,-34.8160,24.2300
105294,2011/04/05,07:20:00,B,-34.8670,24.2760
105294,2011/04/05,08:44:00,0,-35.1100,23.6470
105293,2011/04/05,07:07:28,1,-36.0450,21.4350
105293,2011/04/05,07:08:04,0,-36.0390,21.3340
105293,2011/04/05,07:19:58,B,-36.0530,21.4270
105293,2011/04/05,08:43:58,0,-36.3730,21.3980
105292,2011/04/05,07:08:49,1,-36.0210,25.5770
105292,2011/04/05,07:20:34,B,-36.0060,25.6060
105292,2011/04/05,08:44:34,0,-35.8330,25.0760
105291,2011/04/05,07:06:23,0,-34.1730,26.2730
105291,2011/04/05,07:07:32,0,-34.1640,26.1720
105291,2011/04/05,07:20:59,B,-34.1750,26.2740
105291,2011/04/05,08:42:59,0,-34.3720,26.3140
105291,2011/04/05,09:57:59,B,-34.4370,26.3210
105290,2011/04/05,07:07:48,0,-35.2720,22.5800
105290,2011/04/05,07:07:01,0,-35.2870,22.6390
105290,2011/04/05,07:18:41,A,-35.3130,22.5630
105290,2011/04/05,08:43:41,0,-35.7070,22.1450
105297,2011/04/05,07:07:49,0,-36.6270,20.4880
105297,2011/04/05,07:08:15,2,-36.6160,20.3920
105297,2011/04/05,07:19:57,1,-36.5980,20.3980
105297,2011/04/05,08:44:07,3,-36.5890,20.3540
105296,2011/04/06,07:07:06,1,-36.4640,20.3160
105296,2011/04/06,08:25:56,1,-36.4660,20.1160
105296,2011/04/06,08:27:26,0,-36.4650,20.1130
105295,2011/04/06,07:08:22,0,-35.6640,21.3390
105295,2011/04/06,08:24:02,0,-35.6070,21.3910
105295,2011/04/06,08:25:25,1,-35.7420,21.3480
105294,2011/04/06,07:07:40,0,-35.6610,21.8090
105294,2011/04/06,08:23:30,0,-35.7490,21.1590
105294,2011/04/06,08:26:09,0,-35.5200,21.4630
105293,2011/04/06,07:07:38,0,-36.5680,20.3480
105293,2011/04/06,08:23:58,0,-36.3690,20.1670
105293,2011/04/06,08:26:07,1,-36.4550,20.1990
105292,2011/04/06,07:08:53,0,-35.5790,21.6640
105292,2011/04/06,08:25:33,1,-35.5920,21.5640
105292,2011/04/06,08:28:33,B,-35.5930,21.5610
105291,2011/04/06,07:08:39,0,-34.2310,25.0590
105291,2011/04/06,08:26:14,1,-34.3310,25.0150
105290,2011/04/06,08:21:41,A,-35.0590,19.0350
105290,2011/04/06,08:26:07,3,-35.0560,19.0400
105297,2011/04/06,07:08:26,0,-36.2290,20.0380
105297,2011/04/06,08:25:38,1,-36.3440,20.0610
105297,2011/04/06,08:26:38,0,-36.3420,20.0590
105296,2011/04/07,07:58:57,B,-36.5410,18.9700
105296,2011/04/07,08:00:36,0,-35.4900,19.8260
105296,2011/04/07,09:47:42,0,-35.4990,19.8880
105295,2011/04/07,07:59:43,0,-35.4180,19.6820
105295,2011/04/07,08:09:09,0,-35.4180,19.7080
105295,2011/04/07,09:44:33,0,-35.4310,19.5740
105294,2011/04/07,07:59:31,0,-35.6820,20.0140
105294,2011/04/07,08:06:01,0,-35.4890,20.2410
105294,2011/04/07,09:46:31,B,-35.5700,20.5400
105293,2011/04/07,08:06:48,0,-35.5130,20.3010
105293,2011/04/07,09:47:29,B,-35.5060,20.3220
105292,2011/04/07,07:01:33,B,-35.2760,21.2070
105292,2011/04/07,07:59:33,0,-35.7990,20.4990
105292,2011/04/07,08:02:03,0,-35.8140,20.5050
105292,2011/04/07,09:47:03,B,-35.5390,20.0870
105291,2011/04/07,07:58:59,B,-35.8180,24.8140
105291,2011/04/07,08:00:19,A,-34.2500,25.0890
105290,2011/04/07,07:01:42,B,-34.9320,18.8780
105290,2011/04/07,07:59:12,0,-35.3040,18.2680
105290,2011/04/07,08:08:42,0,-35.3270,18.3010
105290,2011/04/07,09:49:12,0,-35.5100,17.8730
105297,2011/04/07,07:59:39,0,-35.7990,20.4380
105297,2011/04/07,07:59:03,0,-35.7500,20.4800
105297,2011/04/07,09:44:39,0,-36.4290,20.1900
105296,2011/04/08,07:36:45,2,-35.8930,20.3310
105296,2011/04/08,07:42:27,1,-35.9040,20.3300
105296,2011/04/08,09:25:57,0,-35.6360,19.9720
105295,2011/04/08,07:34:34,0,-35.2710,17.9690
105295,2011/04/08,07:42:04,0,-35.2540,18.0380
105295,2011/04/08,09:24:16,0,-34.7420,17.9500
105294,2011/04/08,07:36:16,0,-35.5260,20.4590
105294,2011/04/08,07:42:31,0,-35.5100,20.3700
105294,2011/04/08,09:26:01,0,-35.5420,20.4930
105293,2011/04/08,07:37:29,0,-36.3390,20.8210
105293,2011/04/08,07:44:59,0,-36.3680,20.7580
105293,2011/04/08,09:25:59,0,-36.2900,20.0900
105292,2011/04/08,07:42:21,0,-36.3380,20.0360
105292,2011/04/08,09:24:45,0,-35.9060,19.5870
105291,2011/04/08,07:34:29,B,-34.4360,25.1030
105291,2011/04/08,07:41:50,0,-34.4940,24.9930
105291,2011/04/08,09:22:59,B,-34.5750,24.9530
105290,2011/04/08,07:38:42,0,-36.2420,17.0100
105290,2011/04/08,07:43:12,0,-36.2440,16.7510
105290,2011/04/08,09:26:12,0,-36.6540,16.9150
105297,2011/04/08,07:36:10,0,-36.3610,20.1350
105297,2011/04/08,07:42:40,1,-36.3690,20.1510
105297,2011/04/08,09:25:40,0,-36.3570,20.1590
105296,2011/04/09,07:12:57,0,-35.4620,19.6350
105296,2011/04/09,07:24:02,1,-35.4430,19.5720
105296,2011/04/09,08:54:57,B,-35.4280,19.4960
105296,2011/04/09,08:59:57,0,-35.7110,19.3020
105296,2011/04/09,10:56:57,B,-35.7170,19.1430
105295,2011/04/09,07:24:04,2,-34.5390,18.1260
105295,2011/04/09,09:05:04,1,-34.5740,18.2430
105295,2011/04/09,10:59:04,1,-34.6350,18.2190
105294,2011/04/09,07:11:14,1,-35.5200,20.5570
105294,2011/04/09,07:24:22,0,-35.5320,20.6230
105294,2011/04/09,09:03:32,0,-35.4840,20.6320
105294,2011/04/09,10:58:42,1,-35.4570,20.6580
105293,2011/04/09,07:12:29,0,-36.2260,20.0000
105293,2011/04/09,07:26:59,3,-36.2020,20.0100
105293,2011/04/09,09:06:17,2,-36.2260,19.9240
105293,2011/04/09,10:52:59,1,-36.2020,19.9170
105292,2011/04/09,07:12:17,0,-35.3610,18.4420
105292,2011/04/09,07:27:02,0,-35.3690,18.2430
105292,2011/04/09,09:09:32,B,-35.3190,18.1770
105292,2011/04/09,10:53:32,0,-35.3950,18.7690
105291,2011/04/09,07:13:47,0,-34.9040,22.7380
105291,2011/04/09,07:24:29,2,-34.9040,22.7600
105291,2011/04/09,09:05:25,1,-35.0300,22.7910
105291,2011/04/09,10:52:29,1,-34.9520,22.9100
105290,2011/04/09,07:13:31,0,-38.7950,15.3630
105290,2011/04/09,07:25:20,0,-38.8410,15.3400
105290,2011/04/09,08:56:13,B,-39.0100,15.3640
105290,2011/04/09,09:08:05,0,-39.1640,15.6250
105290,2011/04/09,10:52:43,A,-39.4300,16.2840
105297,2011/04/09,07:13:41,1,-36.1440,19.9640
105297,2011/04/09,07:24:11,3,-36.1460,19.9650
105297,2011/04/09,09:05:49,0,-36.3040,20.0640
105297,2011/04/09,10:53:41,2,-36.3690,20.0920
105295,2011/04/10,07:05:35,0,-34.4690,18.0880
105295,2011/04/10,08:03:05,B,-34.4690,18.0920
105295,2011/04/10,08:31:20,0,-34.5000,17.8650
105295,2011/04/10,08:41:05,1,-34.4680,17.8320
105295,2011/04/10,10:47:25,0,-34.3770,17.7650
105294,2011/04/10,07:07:33,0,-35.4770,20.7180
105294,2011/04/10,08:30:33,0,-35.5820,20.8010
105294,2011/04/10,08:42:03,0,-35.6890,20.8320
105294,2011/04/10,10:42:03,A,-35.9570,20.7310
105293,2011/04/10,07:05:30,2,-35.9100,19.8800
105293,2011/04/10,08:42:30,2,-36.0590,19.8230
105293,2011/04/10,10:43:00,1,-36.0630,19.8140
105291,2011/04/10,07:05:59,2,-34.9080,23.0500
105291,2011/04/10,08:42:47,0,-34.8690,23.1240
105291,2011/04/10,10:42:59,0,-34.8400,23.1520
105290,2011/04/10,08:31:13,0,-40.8330,18.8500
105290,2011/04/10,08:42:43,0,-40.9350,18.8030
105290,2011/04/10,10:45:43,B,-40.9260,19.4590
105297,2011/04/10,07:06:58,2,-36.2130,20.0550
105297,2011/04/10,08:33:41,B,-36.2190,20.0590
105297,2011/04/10,08:42:11,1,-36.1320,19.9430
105297,2011/04/10,10:42:41,1,-36.0480,19.9000
105295,2011/04/11,08:05:36,0,-34.4770,17.8050
105295,2011/04/11,08:22:06,1,-34.4110,17.8160
105294,2011/04/11,08:06:03,0,-36.0940,19.9220
105294,2011/04/11,08:23:09,2,-36.0550,19.8880
105294,2011/04/11,10:32:03,B,-36.1540,19.8690
105293,2011/04/11,08:07:00,0,-35.7540,19.6350
105293,2011/04/11,08:23:30,3,-35.7550,19.6320
105293,2011/04/11,10:36:00,B,-35.7870,19.5820
105291,2011/04/11,08:04:29,B,-34.7710,23.4170
105291,2011/04/11,08:23:05,0,-34.7860,23.3760
105291,2011/04/11,10:32:59,1,-34.7850,23.6230
105291,2011/04/11,11:00:59,B,-34.7810,23.6230
105290,2011/04/11,07:51:43,B,-39.8660,23.0680
105290,2011/04/11,08:06:43,0,-39.5090,21.8110
105290,2011/04/11,08:24:30,0,-39.5310,21.8120
105290,2011/04/11,10:35:43,0,-39.5590,21.8990
105297,2011/04/11,07:51:42,A,-36.0340,19.4370
105297,2011/04/11,08:06:22,0,-35.8580,19.3570
105297,2011/04/11,08:23:52,0,-35.7460,19.2640
105296,2011/04/12,07:58:58,0,-35.3600,18.9970
105295,2011/04/12,07:36:36,1,-34.5030,17.9650
105295,2011/04/12,07:44:06,1,-34.4890,17.9900
105295,2011/04/12,07:57:36,0,-34.4700,17.9180
105295,2011/04/12,09:42:36,1,-34.4870,18.0130
105294,2011/04/12,07:36:04,B,-36.2650,19.8350
105294,2011/04/12,07:44:04,0,-36.4160,20.3090
105294,2011/04/12,07:59:04,0,-36.4910,20.3480
105294,2011/04/12,09:43:04,B,-36.3850,20.8390
105294,2011/04/12,10:26:34,B,-36.3770,20.9930
105293,2011/04/12,07:36:40,0,-35.5950,19.6730
105293,2011/04/12,07:44:50,2,-35.6460,19.6390
105293,2011/04/12,07:58:30,1,-35.6540,19.7320
105293,2011/04/12,09:43:00,1,-35.7110,19.6550
105291,2011/04/12,07:44:29,1,-34.6150,23.5670
105291,2011/04/12,07:58:59,0,-34.5960,23.5960
105291,2011/04/12,09:43:29,B,-34.5780,23.7980
105291,2011/04/12,10:21:59,0,-34.6140,23.6080
105290,2011/04/12,07:41:44,A,-39.8430,21.6060
105290,2011/04/12,07:45:44,0,-40.2950,22.3440
105290,2011/04/12,07:59:14,1,-40.1890,22.3040
105297,2011/04/12,07:37:13,0,-35.3650,18.7970
105297,2011/04/12,07:45:43,1,-35.3350,18.8030
105297,2011/04/12,07:58:13,0,-35.3570,18.8680
105297,2011/04/12,09:42:43,0,-35.3710,18.7760
105296,2011/04/13,07:22:18,0,-35.5790,20.1860
105296,2011/04/13,07:25:58,A,-35.5920,20.1450
105296,2011/04/13,07:41:28,0,-35.6490,19.9620
105296,2011/04/13,09:22:28,0,-35.9960,20.2190
105295,2011/04/13,07:19:33,0,-35.0440,19.4460
105295,2011/04/13,07:27:22,0,-35.0740,19.4130
105295,2011/04/13,07:40:37,0,-35.1400,19.4350
105295,2011/04/13,09:21:47,0,-35.3060,19.4090
105294,2011/04/13,07:19:04,0,-36.0620,21.7640
105294,2011/04/13,07:26:04,B,-36.0810,21.7710
105294,2011/04/13,07:40:04,1,-36.0700,21.8290
105294,2011/04/13,09:25:04,B,-36.0760,21.9490
105293,2011/04/13,07:21:00,1,-35.7870,20.6920
105293,2011/04/13,07:26:15,0,-35.8370,20.5990
105293,2011/04/13,07:41:09,0,-35.7640,20.6760
105293,2011/04/13,09:24:00,0,-35.6680,21.2350
105291,2011/04/13,07:21:47,0,-34.4730,23.6720
105291,2011/04/13,07:40:29,1,-34.4490,23.6380
105291,2011/04/13,09:21:59,1,-34.4620,23.6610
105290,2011/04/13,07:18:56,0,-39.9970,24.8890
105290,2011/04/13,07:27:44,B,-40.0080,24.8840
105290,2011/04/13,07:40:36,0,-39.7850,24.9420
105290,2011/04/13,09:22:24,A,-39.5460,24.5960
105290,2011/04/13,10:11:14,0,-39.0270,24.8660
105297,2011/04/13,07:19:24,1,-35.5850,19.4060
105297,2011/04/13,07:24:59,0,-35.6440,19.4310
105297,2011/04/13,07:40:44,1,-35.6730,19.3410
105296,2011/04/14,07:01:58,B,-37.1510,21.0880
105296,2011/04/14,07:12:13,0,-36.1590,20.8160
105296,2011/04/14,07:23:04,1,-36.1880,20.7330
105296,2011/04/14,08:38:58,B,-36.2990,20.8120
105296,2011/04/14,08:58:58,0,-36.6370,20.4960
105295,2011/04/14,07:13:53,0,-35.3260,20.3450
105295,2011/04/14,07:14:08,0,-35.3250,20.2290
